id,MEDIA_ID,MEDIA_NAME,CNT,TIME,TIMETICK(f=3328124),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
28,0,Original_PO_Instructions,115,1.85998,2.00E+12,0.29737,0.43144,0,1.85998,1,1,0.32265,0.4938,0,0.99922,0,0,,0.48689,0.42969,30.39887,1.00325,0,0.74527,0.4243,26.93989,1.00325,0,26,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
28,0,Original_PO_Instructions,170,2.74967,2.00E+12,0.25605,0.30116,2.11885,0.63082,2,1,0.12411,0.22129,1,0.99922,0,0,,0.48112,0.42568,28.93699,0.96848,1,0.73903,0.41881,28.0865,0.96149,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,143.50839,111.62604,0
28,0,Original_PO_Instructions,189,3.05692,2.00E+12,0.19254,0.22121,2.81429,0.24263,3,1,0.33552,0.21407,1,0.99922,0,0,,0.48439,0.42439,27.38208,0.95528,1,0.74246,0.41737,25.82209,0.94829,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,115.37339,134.79773,0
28,0,Original_PO_Instructions,197,3.18632,2.00E+12,0.29516,0.25551,3.0732,0.11312,4,1,0.3204,0.42885,0,0.99922,0,0,,0.48471,0.42564,21.96114,0.95062,0,0.74302,0.41808,20.70774,0.95062,0,27,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,135.96841,345.02966,0
28,0,Original_PO_Instructions,227,3.67168,2.00E+12,0.49276,0.23748,3.44513,0.22655,5,1,0.51716,0.8784,0,0.99922,0,0,,0.49223,0.42239,27.71732,1.00325,0,0.75145,0.42052,16.71515,1.00325,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,253.60094,4.17496,0
28,0,Original_PO_Instructions,268,4.33469,2.00E+12,0.52633,0.55492,3.93038,0.4043,6,1,0.43117,0.58664,1,0.99922,0,0,,0.49284,0.43071,29.24906,1.01106,1,0.74981,0.42549,26.86992,1.00407,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,327.88638,277.53027,0
28,0,Original_PO_Instructions,286,4.62581,2.00E+12,0.41562,0.55196,4.39938,0.22643,7,1,0.52568,0.42338,1,0.99922,0,0,,0.49326,0.42773,27.60643,0.99009,1,0.7508,0.422,25.36901,0.99009,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,141.74121,178.77467,0
28,0,Original_PO_Instructions,308,4.98167,2.00E+12,0.54655,0.39371,4.69067,0.291,8,1,0.59001,0.32716,1,0.99922,0,0,,0.49188,0.42687,26.99741,1.00596,1,0.75014,0.41992,24.13141,0.99111,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,233.12248,44.03675,0
28,0,Original_PO_Instructions,329,5.3214,2.00E+12,0.57519,0.32682,4.99796,0.32345,9,1,0.54946,0.30998,1,0.99922,0,0,,0.48958,0.42712,27.76863,1.00325,1,0.74756,0.4199,25.44914,1.00325,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77.68858,61.84397,0
28,0,Original_PO_Instructions,349,5.64475,2.00E+12,0.40895,0.53539,5.38605,0.2587,10,1,0.38826,0.91838,0,0.99922,0,0,,0.48799,0.43418,15.7463,1.00325,0,0.74613,0.42599,16.87528,1.00325,0,28,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,301.48465,225.10597,0
