id,MEDIA_ID,MEDIA_NAME,CNT,TIME,TIMETICK(f=3328125),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
117,0,Original_PO_Instructions,13,0.21021,8.37E+12,0.50858,1.20741,0,0.21021,1,1,0.23463,1.20419,0,0.55781,0.08105,0,,0.51244,0.55956,19.32728,0.99981,0,0.7034,0.56639,14.49752,0.99981,0,1020,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
117,0,Original_PO_Instructions,38,0.61475,8.37E+12,0.18516,0.10441,0.37207,0.24268,2,1,0.08041,0.13061,1,0.55781,0.08105,0,,0.46012,0.47604,14.61616,0.99981,1,0.71519,0.45428,17.62441,0.99981,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1202.94824,110.12905,0
117,0,Original_PO_Instructions,54,0.87329,8.37E+12,0.14656,0.11639,0.63086,0.24243,3,1,0.27174,0.1525,1,0.55781,0.08105,0,,0.46599,0.4769,17.72916,0.99315,1,0.72036,0.45473,21.05931,0.98649,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50.90816,193.944,0
117,0,Original_PO_Instructions,84,1.35864,8.37E+12,0.2668,0.13324,0.93848,0.42017,4,1,0.36391,0.13833,1,0.55703,0.08203,0,,0.46054,0.47303,20.19444,1.00767,1,0.71465,0.45093,22.22487,1.00101,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,154.87134,353.60333,0
117,0,Original_PO_Instructions,121,1.95752,8.37E+12,0.40512,0.13325,1.66577,0.29175,5,1,0.47311,0.10442,1,0.55703,0.08203,0,,0.47151,0.46301,21.80215,1.0216,1,0.72857,0.44619,24.02409,1.0216,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,177.04962,359.99667,0
117,0,Original_PO_Instructions,137,2.21606,8.37E+12,0.54112,0.14037,1.97339,0.24268,6,1,0.62191,0.17568,1,0.55703,0.08203,0,,0.47983,0.48212,22.54449,0.97983,1,0.73792,0.46935,24.66988,0.97983,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,174.23262,357.60172,0
117,0,Original_PO_Instructions,192,3.10571,8.37E+12,0.61691,0.14147,2.23218,0.87354,7,1,0.62709,0.40688,0,0.55703,0.08203,0,,0.49794,0.4832,18.74876,0.97317,0,0.75802,0.4737,18.87429,0.97317,0,1022,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,97.01771,359.33478,0
117,0,Original_PO_Instructions,225,3.6394,8.37E+12,0.62826,0.15895,3.31592,0.32349,8,1,0.65437,0.16091,1,0.55703,0.08203,0,,0.49038,0.48398,23.00345,0.98716,1,0.74976,0.47115,24.85837,0.9745,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23.05337,309.06439,0
117,0,Original_PO_Instructions,260,4.20532,8.37E+12,0.75316,0.13601,3.7041,0.50122,9,1,0.7391,0.15169,1,0.55703,0.08203,0,,0.48649,0.48414,22.40143,0.97366,1,0.74611,0.47026,24.35931,0.98032,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,161.5885,8.35886,0
117,0,Original_PO_Instructions,278,4.49707,8.37E+12,0.69825,0.15645,4.22144,0.27563,10,1,0.77339,0.14895,1,0.55703,0.08203,0,,0.48833,0.48396,22.60523,0.99315,1,0.74748,0.47019,25.3099,0.99315,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.33512,196.58333,0
