id,MEDIA_ID,MEDIA_NAME,CNT,TIME,TIMETICK(f=3328124),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
31,0,Original_PO_Instructions,11,0.17908,3.72E+12,0.56097,0.04923,0,0.17908,1,1,0.54679,0.09475,1,0.56641,0.09668,0,,0.3513,0.33274,24.92409,0.98458,1,0.59852,0.31242,23.84929,0.98458,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
31,0,Original_PO_Instructions,25,0.40466,3.72E+12,0.47912,0.17137,0.19415,0.21051,2,1,0.33,0.15167,1,0.56641,0.09668,0,,0.34757,0.33622,24.04013,1.05258,1,0.59482,0.31616,22.87589,1.04441,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,163.1539,230.04823,0
31,0,Original_PO_Instructions,51,0.82532,3.72E+12,0.09542,0.14858,0.46942,0.3559,3,1,0.14069,0.09213,1,0.56641,0.09668,0,,0.34113,0.33689,24.06883,1.02802,1,0.58775,0.31694,22.93482,1.03528,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,491.69009,177.27957,0
31,0,Original_PO_Instructions,66,1.06763,3.72E+12,0.2249,0.11319,0.84119,0.22644,4,1,0.28684,0.10231,1,0.56641,0.09668,0,,0.34573,0.3358,23.66071,1.02883,1,0.59221,0.31583,22.408,1.02883,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,169.65018,12.33412,0
31,0,Original_PO_Instructions,81,1.31036,3.72E+12,0.37733,0.10859,1.08368,0.22668,5,1,0.42161,0.1214,1,0.56641,0.09668,0,,0.35119,0.33446,23.41546,1.02085,1,0.59808,0.31533,21.79335,1.01359,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,195.16727,1.38298,0
31,0,Original_PO_Instructions,114,1.84406,3.72E+12,0.6664,0.1025,1.56934,0.27472,6,1,0.79186,0.05557,1,0.56641,0.09668,0,,0.36316,0.33114,23.12001,1.06796,1,0.60946,0.31315,23.26937,1.06796,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,370.06213,0.96557,0
31,0,Original_PO_Instructions,133,2.15143,3.72E+12,0.79965,0.11903,1.86023,0.2912,7,1,0.8888,0.16975,1,0.56641,0.09668,0,,0.37066,0.32517,24.02422,0.99902,1,0.61667,0.30915,23.21673,0.99902,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,171.39786,354.3324,0
31,0,Original_PO_Instructions,153,2.47516,3.72E+12,0.88267,0.19838,2.16772,0.30743,8,1,0.87732,0.33389,0,0.56641,0.09668,0,,0.35737,0.34255,17.40908,0.97809,0,0.60652,0.32212,19.01558,0.98459,0,149,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,133.77092,322.59723,0
31,0,Original_PO_Instructions,180,2.91199,3.72E+12,0.79856,0.14415,2.63654,0.27545,9,1,0.60412,0.1481,1,0.56641,0.09668,0,,0.33641,0.34172,20.31049,1.0425,1,0.57678,0.31627,24.30041,1.0425,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,121.13873,152.71529,0
31,0,Original_PO_Instructions,203,3.28363,3.72E+12,0.57461,0.11121,2.9765,0.30713,10,1,0.52744,0.09639,1,0.56641,0.09668,0,,0.33257,0.32485,24.13821,1.12932,1,0.54855,0.31093,23.81591,1.14675,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,288.63376,173.28893,0
